song,album,prev,lyric,next,artist
We Real Cool,Push The Sky Away,Right down to your big blue spinning world?,In heartbeats and tears and nervous laughter,"Spilling down all over you, girl",Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,In heartbeats and tears and nervous laughter,"Spilling down all over you, girl",Who was it?,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,"Spilling down all over you, girl",Who was it?,"Yeah, you know we real cool",Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",And the world keeps on turning,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",And the world keeps on turning,Who was it?,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,And the world keeps on turning,Who was it?,"Yeah, you know we real cool",Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",And I hope you’re listening,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",And I hope you’re listening,Are you?,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,And I hope you’re listening,Are you?,Sirius is eight-point-six light years away,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Are you?,Sirius is eight-point-six light years away,Arcturus is thirty seven,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Sirius is eight-point-six light years away,Arcturus is thirty seven,The past is the past,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Arcturus is thirty seven,The past is the past,And it’s here to stay,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,The past is the past,And it’s here to stay,Wikipedia is heaven,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,And it’s here to stay,Wikipedia is heaven,When you don’t want to remember no more,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Wikipedia is heaven,When you don’t want to remember no more,On the far side of the morning,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,When you don’t want to remember no more,On the far side of the morning,Who was it?,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,On the far side of the morning,Who was it?,"Yeah, you know we real cool",Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,Who was it?,"Yeah, you know we real cool",I hope you hear me,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,"Yeah, you know we real cool",I hope you hear me,And you’ll call,Nick Cave & The Bad Seeds
We Real Cool,Push The Sky Away,I hope you hear me,And you’ll call,,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,,I just finished writing Jubilee Street,I lay down on my bed and fell into a deep sleep,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,I just finished writing Jubilee Street,I lay down on my bed and fell into a deep sleep,And when I awoke I believed,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,I lay down on my bed and fell into a deep sleep,And when I awoke I believed,I had taken a bride called Mary Stanford,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,And when I awoke I believed,I had taken a bride called Mary Stanford,And I flew into a frenzy searching high and low,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,I had taken a bride called Mary Stanford,And I flew into a frenzy searching high and low,Because in my dream the girl was very young,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,And I flew into a frenzy searching high and low,Because in my dream the girl was very young,"I said hey little girl, where do you hide?",Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,Because in my dream the girl was very young,"I said hey little girl, where do you hide?",You draw lightning from the sky,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,"I said hey little girl, where do you hide?",You draw lightning from the sky,All of this in her dark hair,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,You draw lightning from the sky,All of this in her dark hair,All of this in her dark hair oh Lord,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair,All of this in her dark hair oh Lord,See that girl comin’ on down,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair oh Lord,See that girl comin’ on down,See that girl comin’ on down,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,See that girl comin’ on down,See that girl comin’ on down,Last night your shadow scampered up the wall it fly,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,See that girl comin’ on down,Last night your shadow scampered up the wall it fly,and leaped like a black spider between your legs,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,Last night your shadow scampered up the wall it fly,and leaped like a black spider between your legs,And cried,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,and leaped like a black spider between your legs,And cried,My children! My children!,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,And cried,My children! My children!,They are lost to us,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,My children! My children!,They are lost to us,All of this in her dark hair,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,They are lost to us,All of this in her dark hair,All of this in her dark hair oh Lord,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair,All of this in her dark hair oh Lord,See that girl comin’ on down,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,All of this in her dark hair oh Lord,See that girl comin’ on down,See that girl comin’ on down,Nick Cave & The Bad Seeds
Finishing Jubilee Street,Push The Sky Away,See that girl comin’ on down,See that girl comin’ on down,,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,,Can’t remember anything at all,Flame trees lined the street,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Can’t remember anything at all,Flame trees lined the street,Can’t remember anything at all,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Flame trees lined the street,Can’t remember anything at all,But I’m driving my car down to Geneva,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Can’t remember anything at all,But I’m driving my car down to Geneva,I’ve been sitting in my basement patio,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,But I’m driving my car down to Geneva,I’ve been sitting in my basement patio,It was hot,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,I’ve been sitting in my basement patio,It was hot,Up above the girls walk past,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,It was hot,Up above the girls walk past,Their roses all in bloom,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Up above the girls walk past,Their roses all in bloom,Have you ever heard about the Higgs Boson Blues?,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Their roses all in bloom,Have you ever heard about the Higgs Boson Blues?,I’m going down to Geneva baby,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Have you ever heard about the Higgs Boson Blues?,I’m going down to Geneva baby,Gonna teach it to you,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,I’m going down to Geneva baby,Gonna teach it to you,Black road long and I drove and drove,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Gonna teach it to you,Black road long and I drove and drove,Came upon a crossroad,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Black road long and I drove and drove,Came upon a crossroad,The night was hot and black,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Came upon a crossroad,The night was hot and black,I see Robert Johnson,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,The night was hot and black,I see Robert Johnson,With a ten dollar guitar,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,I see Robert Johnson,With a ten dollar guitar,Strapped to his back,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,With a ten dollar guitar,Strapped to his back,Looking for a tune,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Strapped to his back,Looking for a tune,"Ah, well here comes Lucifer with his canon law",Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Looking for a tune,"Ah, well here comes Lucifer with his canon law",And a hundred black babies running from his genocidal jaw,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,"Ah, well here comes Lucifer with his canon law",And a hundred black babies running from his genocidal jaw,He got the real killer groove,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And a hundred black babies running from his genocidal jaw,He got the real killer groove,"Robert Johnson and the devil, man",Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,He got the real killer groove,"Robert Johnson and the devil, man",Don’t know who’s gonna rip off who,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,"Robert Johnson and the devil, man",Don’t know who’s gonna rip off who,Driving my car,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Don’t know who’s gonna rip off who,Driving my car,Flame trees on fire,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Driving my car,Flame trees on fire,Sitting and singing,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Flame trees on fire,Sitting and singing,The Higgs Boson Blues,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Sitting and singing,The Higgs Boson Blues,"I’m tired, I’m looking for a spot to drop",Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,The Higgs Boson Blues,"I’m tired, I’m looking for a spot to drop",All the clocks have stopped in Memphis,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,"I’m tired, I’m looking for a spot to drop",All the clocks have stopped in Memphis,And the Lorraine Motel is hot,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,All the clocks have stopped in Memphis,And the Lorraine Motel is hot,"It’s hot, that’s why they call it the hot spot",Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And the Lorraine Motel is hot,"It’s hot, that’s why they call it the hot spot",I take a room with a view,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,"It’s hot, that’s why they call it the hot spot",I take a room with a view,Hear a man preaching in a language that’s completely new,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,I take a room with a view,Hear a man preaching in a language that’s completely new,Making the hot cots in the flop-house bleed,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Hear a man preaching in a language that’s completely new,Making the hot cots in the flop-house bleed,While the cleaning ladies sob into their mops,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Making the hot cots in the flop-house bleed,While the cleaning ladies sob into their mops,And the bellhop hops and bops,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,While the cleaning ladies sob into their mops,And the bellhop hops and bops,As a shot rings out,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And the bellhop hops and bops,As a shot rings out,To a spiritual groove,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,As a shot rings out,To a spiritual groove,Everybody bleeding,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,To a spiritual groove,Everybody bleeding,To the Higgs Boson Blues,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Everybody bleeding,To the Higgs Boson Blues,And if I die tonight,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,To the Higgs Boson Blues,And if I die tonight,Bury me in my favourite yellow patent leather shoes,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And if I die tonight,Bury me in my favourite yellow patent leather shoes,And with a mummified cat,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Bury me in my favourite yellow patent leather shoes,And with a mummified cat,And a cone-like hat,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And with a mummified cat,And a cone-like hat,That the Caliphate forced on the Jews,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And a cone-like hat,That the Caliphate forced on the Jews,Can you feel my heart beat?,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,That the Caliphate forced on the Jews,Can you feel my heart beat?,Can you feel my heart beat?,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Can you feel my heart beat?,Can you feel my heart beat?,Hannah Montana does the African Savannah,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Can you feel my heart beat?,Hannah Montana does the African Savannah,As the simulated rainy season begins,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Hannah Montana does the African Savannah,As the simulated rainy season begins,She curses the queue at the zoo loos,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,As the simulated rainy season begins,She curses the queue at the zoo loos,And moves on to Amazonia,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,She curses the queue at the zoo loos,And moves on to Amazonia,Cries with the dolphins,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And moves on to Amazonia,Cries with the dolphins,"The Mai-Mai eat the pigmy, the pigmy eat the monkey",Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Cries with the dolphins,"The Mai-Mai eat the pigmy, the pigmy eat the monkey",The monkey has a gift that he is sending back to you,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,"The Mai-Mai eat the pigmy, the pigmy eat the monkey",The monkey has a gift that he is sending back to you,Look! Here come the missionary,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,The monkey has a gift that he is sending back to you,Look! Here come the missionary,With his smallpox and flu,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Look! Here come the missionary,With his smallpox and flu,Saving them savages with his Higgs Boson Blues,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,With his smallpox and flu,Saving them savages with his Higgs Boson Blues,I’m driving my car down to Geneva,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Saving them savages with his Higgs Boson Blues,I’m driving my car down to Geneva,I’m driving my car down to Geneva,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,I’m driving my car down to Geneva,I’m driving my car down to Geneva,Oh let the damn day break,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,I’m driving my car down to Geneva,Oh let the damn day break,Rainy days always make me sad,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Oh let the damn day break,Rainy days always make me sad,Miley Cyrus floats in a swimming pool in Taluca Lake,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Rainy days always make me sad,Miley Cyrus floats in a swimming pool in Taluca Lake,And you’re the best girl I ever had,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,Miley Cyrus floats in a swimming pool in Taluca Lake,And you’re the best girl I ever had,Can’t remember anything at all,Nick Cave & The Bad Seeds
Higgs Boson Blues,Push The Sky Away,And you’re the best girl I ever had,Can’t remember anything at all,,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,,"I was riding, I was riding",The sun was rising up from the fields,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,"I was riding, I was riding",The sun was rising up from the fields,I got a feeling I just can’t shake,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,The sun was rising up from the fields,I got a feeling I just can’t shake,I got a feeling that just won’t go away,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,I got a feeling I just can’t shake,I got a feeling that just won’t go away,You’ve gotta just keep on pushing,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,I got a feeling that just won’t go away,You’ve gotta just keep on pushing,Push the sky away,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,And if your friends think that you should do it different,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,Push the sky away,And if your friends think that you should do it different,And if they think that you should do it the same,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,And if your friends think that you should do it different,And if they think that you should do it the same,You’ve gotta just keep on pushing,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,And if they think that you should do it the same,You’ve gotta just keep on pushing,Push the sky away,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,And if you feel you got everything you came for,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,Push the sky away,And if you feel you got everything you came for,If you got everything and you don’t want no more,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,And if you feel you got everything you came for,If you got everything and you don’t want no more,You’ve gotta just keep on pushing,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,If you got everything and you don’t want no more,You’ve gotta just keep on pushing,Push the sky away,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,And some people say it’s just rock and roll,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,Push the sky away,And some people say it’s just rock and roll,Oh but it gets you right down to your soul,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,And some people say it’s just rock and roll,Oh but it gets you right down to your soul,You’ve gotta just keep on pushing,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,Oh but it gets you right down to your soul,You’ve gotta just keep on pushing,Push the sky away,Nick Cave & The Bad Seeds
Push The Sky Away,Push The Sky Away,You’ve gotta just keep on pushing,Push the sky away,,Nick Cave & The Bad Seeds
